id;session_id;multiplier;win_15;win_20;avg_15;avg_20;ev_15;ev_20;signal;ev_15_2.0;ev_20_2.0;;
1027;S6;1.17;0;0;60%;40%;-10%;-40%;0;20%;-20%;;
1028;S6;7.13;1;1;60%;45%;-10%;-33%;0;20%;-10%;;
1029;S6;1.91;1;0;53%;40%;-20%;-40%;0;7%;-20%;;
1030;S6;1.89;1;0;47%;45%;-30%;-33%;0;-7%;-10%;;
1031;S6;6.84;1;1;47%;50%;-30%;-25%;0;-7%;0%;;
1032;S6;1.43;0;0;47%;50%;-30%;-25%;0;-7%;0%;;
1033;S6;4.89;1;1;53%;55%;-20%;-18%;0;7%;10%;;
1034;S6;81.57;1;1;47%;55%;-30%;-18%;0;-7%;10%;;
1035;S6;1.26;0;0;47%;50%;-30%;-25%;0;-7%;0%;;
1036;S6;29.03;1;1;53%;50%;-20%;-25%;0;7%;0%;;
1037;S6;1.2;0;0;53%;45%;-20%;-33%;0;7%;-10%;;
1038;S6;1.3;0;0;60%;50%;-10%;-25%;0;20%;0%;;
1039;S6;1.64;1;0;67%;55%;0%;-18%;1;33%;10%;;
1040;S6;1.36;0;0;60%;60%;-10%;-10%;1;20%;20%;;
1041;S6;4.2;1;1;60%;60%;-10%;-10%;1;20%;20%;;
1042;S6;1.28;0;0;53%;60%;-20%;-10%;0;7%;20%;;
1043;S6;1.21;0;0;60%;60%;-10%;-10%;1;20%;20%;;
1044;S6;1.33;0;0;67%;65%;0%;-3%;1;33%;30%;;
1045;S6;44.41;1;1;73%;65%;10%;-3%;1;47%;30%;;
1046;S6;41.32;1;1;67%;60%;0%;-10%;1;33%;20%;;
1047;S6;12.15;1;1;67%;60%;0%;-10%;1;33%;20%;;
1048;S6;1.13;0;0;67%;60%;0%;-10%;1;33%;20%;;
1049;S6;2.67;1;1;73%;60%;10%;-10%;1;47%;20%;;
1050;S7;6.44;1;1;73%;55%;10%;-18%;1;47%;10%;;
1051;S7;7.06;1;1;67%;55%;0%;-18%;1;33%;10%;;
1052;S7;4.07;1;1;67%;50%;0%;-25%;0;33%;0%;;
1053;S7;2.21;1;1;67%;45%;0%;-33%;0;33%;-10%;;
1054;S7;1;0;0;60%;45%;-10%;-33%;0;20%;-10%;;
1055;S7;1.18;0;0;60%;50%;-10%;-25%;0;20%;0%;;
1056;S7;1.1;0;0;67%;50%;0%;-25%;0;33%;0%;;
1057;S7;14.74;1;1;67%;50%;0%;-25%;0;33%;0%;;
1058;S7;5.99;1;1;60%;45%;-10%;-33%;0;20%;-10%;;
1059;S7;8.2;1;1;60%;45%;-10%;-33%;0;20%;-10%;;
1060;S7;1.32;0;0;60%;45%;-10%;-33%;0;20%;-10%;;
1061;S7;13.67;1;1;60%;45%;-10%;-33%;0;20%;-10%;;
1062;S7;1.53;1;0;53%;45%;-20%;-33%;0;7%;-10%;;
1063;S7;3.33;1;1;53%;50%;-20%;-25%;0;7%;0%;;
1064;S7;1.98;1;0;53%;50%;-20%;-25%;0;7%;0%;;
1065;S7;1.04;0;0;53%;50%;-20%;-25%;0;7%;0%;;
1066;S7;16.57;1;1;53%;50%;-20%;-25%;0;7%;0%;;
1067;S7;2.19;1;1;53%;45%;-20%;-33%;0;7%;-10%;;
1068;S7;1.22;0;0;53%;40%;-20%;-40%;0;7%;-20%;;
1069;S7;1.16;0;0;60%;45%;-10%;-33%;0;20%;-10%;;
1070;S7;14.79;1;1;60%;50%;-10%;-25%;0;20%;0%;;
1071;S7;1.42;0;0;60%;50%;-10%;-25%;0;20%;0%;;
1072;S7;1.32;0;0;60%;55%;-10%;-18%;1;20%;10%;;
1073;S7;9.52;1;1;60%;60%;-10%;-10%;1;20%;20%;;
1074;S7;11.69;1;1;60%;55%;-10%;-18%;1;20%;10%;;
1075;S7;1.03;0;0;60%;50%;-10%;-25%;0;20%;0%;;
1076;S7;1;0;0;67%;55%;0%;-18%;1;33%;10%;;
1077;S7;1.5;1;0;73%;55%;10%;-18%;1;47%;10%;;
1078;S7;5.1;1;1;73%;60%;10%;-10%;1;47%;20%;;
1079;S7;2.44;1;1;67%;55%;0%;-18%;1;33%;10%;;
1080;S7;1;0;0;60%;55%;-10%;-18%;1;20%;10%;;
1081;S7;2.74;1;1;67%;60%;0%;-10%;1;33%;20%;;
1082;S7;2.68;1;1;60%;60%;-10%;-10%;1;20%;20%;;
1083;S7;2.2;1;1;60%;60%;-10%;-10%;1;20%;20%;;
1084;S7;1.1;0;0;60%;60%;-10%;-10%;1;20%;20%;;
1085;S7;1.75;1;0;67%;60%;0%;-10%;1;33%;20%;;
1086;S7;1.31;0;0;67%;65%;0%;-3%;1;33%;30%;;
1087;S7;1.44;0;0;73%;65%;10%;-3%;1;47%;30%;;
1088;S7;10.28;1;1;80%;70%;20%;5%;1;60%;40%;;
1089;S7;3.14;1;1;80%;65%;20%;-3%;1;60%;30%;;
1090;S7;54.12;1;1;80%;60%;20%;-10%;1;60%;20%;;
1091;S7;188.97;1;1;80%;55%;20%;-18%;1;60%;10%;;
1092;S7;2.5;1;1;73%;50%;10%;-25%;0;47%;0%;;
1093;S7;1.17;0;0;73%;45%;10%;-33%;0;47%;-10%;;
1094;S7;1.43;0;0;73%;50%;10%;-25%;0;47%;0%;;
1095;S7;3.6;1;1;73%;50%;10%;-25%;0;47%;0%;;
1096;S7;1;0;0;67%;50%;0%;-25%;0;33%;0%;;
1097;S7;7.55;1;1;67%;55%;0%;-18%;1;33%;10%;;
1098;S7;1.62;1;0;60%;55%;-10%;-18%;1;20%;10%;;
1099;S7;16.15;1;1;60%;55%;-10%;-18%;1;20%;10%;;
1100;S8;2.13;1;1;53%;50%;-20%;-25%;0;7%;0%;;
1101;S8;2.48;1;1;53%;45%;-20%;-33%;0;7%;-10%;;
1102;S8;8.11;1;1;53%;40%;-20%;-40%;0;7%;-20%;;
1103;S8;6.28;1;1;53%;35%;-20%;-48%;0;7%;-30%;;
1104;S8;1.67;1;0;47%;30%;-30%;-55%;0;-7%;-40%;;
1105;S8;3.38;1;1;40%;35%;-40%;-48%;0;-20%;-30%;;
1106;S8;1.05;0;0;40%;35%;-40%;-48%;0;-20%;-30%;;
1107;S8;6.94;1;1;47%;35%;-30%;-48%;0;-7%;-30%;;
1108;S8;1.31;0;0;40%;30%;-40%;-55%;0;-20%;-40%;;
1109;S8;1.19;0;0;47%;30%;-30%;-55%;0;-7%;-40%;;
1110;S8;1.41;0;0;53%;30%;-20%;-55%;0;7%;-40%;;
1111;S8;1;0;0;60%;30%;-10%;-55%;0;20%;-40%;;
1112;S8;1.06;0;0;67%;30%;0%;-55%;0;33%;-40%;;
1113;S8;3.77;1;1;67%;35%;0%;-48%;0;33%;-30%;;
1114;S8;1.39;0;0;60%;30%;-10%;-55%;0;20%;-40%;;
1115;S8;2.39;1;1;60%;30%;-10%;-55%;0;20%;-40%;;
1116;S8;3.25;1;1;53%;30%;-20%;-55%;0;7%;-40%;;
1117;S8;4.96;1;1;47%;25%;-30%;-63%;0;-7%;-50%;;
1118;S8;1.1;0;0;47%;20%;-30%;-70%;0;-7%;-60%;;
1119;S8;1.11;0;0;47%;20%;-30%;-70%;0;-7%;-60%;;
1120;S8;1.93;1;0;53%;25%;-20%;-63%;0;7%;-50%;;
1121;S8;1.58;1;0;53%;30%;-20%;-55%;0;7%;-40%;;
1122;S8;1.01;0;0;47%;35%;-30%;-48%;0;-7%;-30%;;
1123;S8;1.82;1;0;47%;35%;-30%;-48%;0;-7%;-30%;;
1124;S8;6.53;1;1;40%;35%;-40%;-48%;0;-20%;-30%;;
1125;S8;2.23;1;1;40%;35%;-40%;-48%;0;-20%;-30%;;
1126;S8;1.82;1;0;40%;30%;-40%;-55%;0;-20%;-40%;;
1127;S8;1.1;0;0;40%;30%;-40%;-55%;0;-20%;-40%;;
1128;S8;1.26;0;0;40%;35%;-40%;-48%;0;-20%;-30%;;
1129;S8;1.02;0;0;40%;40%;-40%;-40%;0;-20%;-20%;;
1130;S8;1;0;0;47%;45%;-30%;-33%;0;-7%;-10%;;
1131;S8;1.06;0;0;47%;45%;-30%;-33%;0;-7%;-10%;;
1132;S8;8.93;1;1;47%;50%;-30%;-25%;0;-7%;0%;;
1133;S8;1.04;0;0;47%;50%;-30%;-25%;0;-7%;0%;;
1134;S8;1.57;1;0;53%;55%;-20%;-18%;0;7%;10%;;
1135;S8;3.18;1;1;53%;55%;-20%;-18%;0;7%;10%;;
1136;S8;1.34;0;0;47%;50%;-30%;-25%;0;-7%;0%;;
1137;S8;1.03;0;0;53%;50%;-20%;-25%;0;7%;0%;;
1138;S8;1.35;0;0;60%;53%;-10%;-21%;1;20%;5%;;
1139;S8;2.91;1;1;67%;56%;0%;-17%;1;33%;11%;;
1140;S8;24.17;1;1;67%;53%;0%;-21%;1;33%;6%;;
1141;S8;6.34;1;1;60%;50%;-10%;-25%;0;20%;0%;;
1142;S8;1.14;0;0;53%;47%;-20%;-30%;0;7%;-7%;;
1143;S8;1;0;0;57%;50%;-14%;-25%;0;14%;0%;;
1144;S8;2.11;1;1;62%;54%;-8%;-19%;1;23%;8%;;
1145;S8;1;0;0;58%;50%;-13%;-25%;0;17%;0%;;
1146;S8;1.04;0;0;64%;55%;-5%;-18%;1;27%;9%;;
1147;S8;2.01;1;1;70%;60%;5%;-10%;1;40%;20%;;
1148;S8;15.24;1;1;67%;56%;0%;-17%;1;33%;11%;;
1149;S8;3.26;1;1;63%;50%;-6%;-25%;0;25%;0%;;
1150;S8;1.05;0;0;57%;43%;-14%;-36%;0;14%;-14%;;
1151;S8;23.06;1;1;67%;50%;0%;-25%;0;33%;0%;;
1152;S8;25.64;1;1;60%;40%;-10%;-40%;0;20%;-20%;;
1153;S8;11.82;1;1;50%;25%;-25%;-63%;0;0%;-50%;;
1154;S8;1.74;1;0;33%;0%;-50%;-100%;0;-33%;-100%;;
1155;S8;1.12;0;0;0%;0%;-100%;-100%;0;-100%;-100%;;
1156;S8;1.2;0;0;0%;0%;-100%;-100%;0;-100%;-100%;;
1157;AUTO;103.82;0;0;0
1158;AUTO;1.13;0;0;0
1159;AUTO;1.69;0;0;0
1160;AUTO;2.57;0;0;0
1161;AUTO;2.87;0;0;0
1162;AUTO;1.03;0;0;0
1163;AUTO;1.28;0;0;0
1164;AUTO;1.5;0;0;0
1165;AUTO;1.55;0;0;0
1166;AUTO;25.44;0;0;0
1167;AUTO;8.2;0;0;0
1168;AUTO;2.19;0;0;0
1169;AUTO;1.29;0;0;0
1170;AUTO;9.21;0;0;0
1171;AUTO;1.81;0;0;0
1172;AUTO;13.6;0;0;0
1173;AUTO;1.09;0;0;0
1174;AUTO;1.8;0;0;0
1175;AUTO;106.71;0;0;0
1176;AUTO;2.24;0;0;0
1177;AUTO;1.48;0;0;0
1178;AUTO;2.67;0;0;0
1179;AUTO;3.29;0;0;0
1180;AUTO;1.31;0;0;0
1181;AUTO;3.68;0;0;0
1182;AUTO;7.58;0;0;0
1183;AUTO;1.1;0;0;0
1184;AUTO;1.37;0;0;0
1185;AUTO;1.45;0;0;0
1186;AUTO;1.31;0;0;0
1187;AUTO;1.31;0;0;0
1188;AUTO;2.61;0;0;0
1189;AUTO;22.29;0;0;0
1190;AUTO;3.91;0;0;0
1191;AUTO;1.89;0;0;0
1192;AUTO;14.66;0;0;0
1193;AUTO;4.32;0;0;0
1194;AUTO;1.28;0;0;0
1195;AUTO;1.51;0;0;0
1196;AUTO;3.48;0;0;0
1197;AUTO;7.37;0;0;0
1198;AUTO;1.26;0;0;0
1199;AUTO;1.45;0;0;0
1200;AUTO;2.6;0;0;0
1201;AUTO;1.29;0;0;0
1202;AUTO;1.1;0;0;0
1203;AUTO;1.17;0;0;0
1204;AUTO;1.33;0;0;0
1205;AUTO;4.16;0;0;0
1206;AUTO;1.15;0;0;0
1207;AUTO;2.28;0;0;0
1208;AUTO;2.51;0;0;0
1209;AUTO;2.12;0;0;0
1210;AUTO;2.1;0;0;0
1211;AUTO;1.05;0;0;0
1212;AUTO;10.78;0;0;0
1213;AUTO;6.48;0;0;0
1214;AUTO;2;0;0;0
1215;AUTO;3.15;0;0;0
1216;AUTO;1.08;0;0;0
1217;AUTO;1.34;0;0;0
1218;AUTO;27.62;0;0;0
1219;AUTO;3.77;0;0;0
1220;AUTO;1.18;0;0;0
1221;AUTO;1.21;0;0;0
1222;AUTO;1.01;0;0;0
1223;AUTO;1.34;0;0;0
1224;AUTO;11.96;0;0;0
1225;AUTO;1.02;0;0;0
1226;AUTO;1.22;0;0;0
1227;AUTO;1.4;0;0;0
1228;AUTO;3.03;0;0;0
1229;AUTO;2.71;0;0;0
1230;AUTO;1.09;0;0;0
1231;AUTO;3.55;0;0;0
1232;AUTO;16.9;0;0;0
1233;AUTO;1.61;0;0;0
1234;AUTO;25.04;0;0;0
1235;AUTO;1.9;0;0;0
1236;AUTO;8.61;0;0;0
1237;AUTO;4.58;0;0;0
1238;AUTO;2.44;0;0;0
1239;AUTO;1.41;0;0;0
1240;AUTO;3.64;0;0;0
1241;AUTO;1.78;0;0;0
1242;AUTO;1.25;0;0;0
1243;AUTO;1.34;0;0;0
1244;AUTO;12.13;0;0;0
1245;AUTO;28.68;0;0;0
1246;AUTO;1.65;0;0;0
1247;AUTO;1.31;0;0;0
1248;AUTO;1.1;0;0;0
1249;AUTO;5.59;0;0;0
1250;AUTO;1.1;0;0;0
1251;AUTO;3.17;0;0;0
1252;AUTO;1.7;0;0;0
1253;AUTO;3.76;0;0;0
1254;AUTO;2.2;0;0;0
1255;AUTO;162.39;0;0;0
1256;AUTO;1;0;0;0
1257;AUTO;2.87;0;0;0
1258;AUTO;16.87;0;0;0
1259;AUTO;4.6;0;0;0
1260;AUTO;3.66;0;0;0
1261;AUTO;5.32;0;0;0
1262;AUTO;129.62;0;0;0
1263;AUTO;3.08;0;0;0
1264;AUTO;3.96;0;0;0
1265;AUTO;1.32;0;0;0
1266;AUTO;2.4;0;0;0
1267;AUTO;4.39;0;0;0
1268;AUTO;1.07;0;0;0
1269;AUTO;1.36;0;0;0
1270;AUTO;1.17;0;0;0
1271;AUTO;3.04;0;0;0
1272;AUTO;1.33;0;0;0
1273;AUTO;2.39;0;0;0
1274;AUTO;1.55;0;0;0
1275;AUTO;1.74;0;0;0
1276;AUTO;10.21;0;0;0
1277;AUTO;1.19;0;0;0
1278;AUTO;1;0;0;0
1279;AUTO;2.55;0;0;0
1280;AUTO;5.65;0;0;0
1281;AUTO;1.01;0;0;0
1282;AUTO;2.65;0;0;0
1283;AUTO;1.06;0;0;0
1284;AUTO;44.61;0;0;0
1285;AUTO;1.07;0;0;0
1286;AUTO;1.54;0;0;0
1287;AUTO;22.19;0;0;0
1288;AUTO;1.5;0;0;0
1289;AUTO;1.13;0;0;0
1290;AUTO;7.42;0;0;0
1291;AUTO;1.47;0;0;0
1292;AUTO;1.66;0;0;0
1293;AUTO;7.76;0;0;0
1294;AUTO;1.03;0;0;0
1295;AUTO;1;0;0;0
1296;AUTO;1.1;0;0;0
1297;AUTO;2.71;0;0;0
1298;AUTO;2.61;0;0;0
1299;AUTO;1.17;0;0;0
1300;AUTO;6.8;0;0;0
1301;AUTO;6.02;0;0;0
1302;AUTO;1.73;0;0;0
1303;AUTO;6.35;0;0;0
1304;AUTO;1.22;0;0;0
1305;AUTO;1.3;0;0;0
1306;AUTO;2.15;0;0;0
1307;AUTO;4.06;0;0;0
1308;AUTO;3.38;0;0;0
1309;AUTO;1.68;0;0;0
1310;AUTO;10.47;0;0;0
1311;AUTO;4.9;0;0;0
1312;AUTO;1.1;0;0;0
1313;AUTO;1.08;0;0;0
1314;AUTO;4.55;0;0;0
1315;AUTO;17.09;0;0;0
1316;AUTO;3.06;0;0;0
1317;AUTO;3.68;0;0;0
1318;AUTO;7.09;0;0;0
1319;AUTO;67.89;0;0;0
1320;AUTO;3.65;0;0;0
1321;AUTO;1.3;0;0;0
1322;AUTO;2.99;0;0;0
1323;AUTO;1.19;0;0;0
1324;AUTO;1.33;0;0;0
1325;AUTO;15.01;0;0;0
1326;AUTO;1.26;0;0;0
1327;AUTO;1.7;0;0;0
1328;AUTO;3.33;0;0;0
1329;AUTO;2.51;0;0;0
1330;AUTO;1.47;0;0;0
1331;AUTO;1;0;0;0
1332;AUTO;37.74;0;0;0
1333;AUTO;1.38;0;0;0
1334;AUTO;3.8;0;0;0
1335;AUTO;1.97;0;0;0
1336;AUTO;1.38;0;0;0
1337;AUTO;3.21;0;0;0
1338;AUTO;3.52;0;0;0
1339;AUTO;1.27;0;0;0
1340;AUTO;15.29;0;0;0
1341;AUTO;1.99;0;0;0
1342;AUTO;1;0;0;0
1343;AUTO;1.8;0;0;0
1344;AUTO;1.31;0;0;0
1345;AUTO;1.43;0;0;0
1346;AUTO;1.47;0;0;0
1347;AUTO;19.8;0;0;0
1348;AUTO;1;0;0;0
1349;AUTO;5.97;0;0;0
1350;AUTO;1.61;0;0;0
1351;AUTO;1.52;0;0;0
1352;AUTO;1.79;0;0;0
1353;AUTO;1.53;0;0;0
1354;AUTO;1.67;0;0;0
1355;AUTO;1;0;0;0
1356;AUTO;2.34;0;0;0
1357;AUTO;2.02;0;0;0
1358;AUTO;1.67;0;0;0
1359;AUTO;3.14;0;0;0
1360;AUTO;2.37;0;0;0
1361;AUTO;1.12;0;0;0
1362;AUTO;2.27;0;0;0
1363;AUTO;1.11;0;0;0
1364;AUTO;2.36;0;0;0
1365;AUTO;1.59;0;0;0
1366;AUTO;21.55;0;0;0
1367;AUTO;1.1;0;0;0
1368;AUTO;4.95;0;0;0
1369;AUTO;3.75;0;0;0
1370;AUTO;1.39;0;0;0
1371;AUTO;1.02;0;0;0
1372;AUTO;5.45;0;0;0
1373;AUTO;13.07;0;0;0
1374;AUTO;1.25;0;0;0
1375;AUTO;3.55;0;0;0
1376;AUTO;2.8;0;0;0
1377;AUTO;2.52;0;0;0
1378;AUTO;1.09;0;0;0
1379;AUTO;3.09;0;0;0
1380;AUTO;1.3;0;0;0
1381;AUTO;1.52;0;0;0
1382;AUTO;1.22;0;0;0
1383;AUTO;2.85;0;0;0
1384;AUTO;3.62;0;0;0
1385;AUTO;2.42;0;0;0
1386;AUTO;2.97;0;0;0
1387;AUTO;10.93;0;0;0
1388;AUTO;2.19;0;0;0
1389;AUTO;3.02;0;0;0
1390;AUTO;1.17;0;0;0
1391;AUTO;12.62;0;0;0
1392;AUTO;4.23;0;0;0
1393;AUTO;1.95;0;0;0
1394;AUTO;1.8;0;0;0
1395;AUTO;2.17;0;0;0
1396;AUTO;4.61;0;0;0
1397;AUTO;1.49;0;0;0
1398;AUTO;6.47;0;0;0
1399;AUTO;1.09;0;0;0
1400;AUTO;5.72;0;0;0
1401;AUTO;1.87;0;0;0
1402;AUTO;2.96;0;0;0
1403;AUTO;1.83;0;0;0
1404;AUTO;4.11;0;0;0
1405;AUTO;1.97;0;0;0
1406;AUTO;1.12;0;0;0
1407;AUTO;1.3;0;0;0
1408;AUTO;1.12;0;0;0
1409;AUTO;2.15;0;0;0
1410;AUTO;2.22;0;0;0
1411;AUTO;61.56;0;0;0
1412;AUTO;3.53;0;0;0
1413;AUTO;1.26;0;0;0
1414;AUTO;1.04;0;0;0
1415;AUTO;3.99;0;0;0
1416;AUTO;1.85;0;0;0
1417;AUTO;1.1;0;0;0
1418;AUTO;1.09;0;0;0
1419;AUTO;1.14;0;0;0
1420;AUTO;3.68;0;0;0
1421;AUTO;2.93;0;0;0
1422;AUTO;3.08;0;0;0
1423;AUTO;3.03;0;0;0
1424;AUTO;6.25;0;0;0
1425;AUTO;54.92;0;0;0
1426;AUTO;1.38;0;0;0
1427;AUTO;5.42;0;0;0
1428;AUTO;4.65;0;0;0
1429;AUTO;1.75;0;0;0
1430;AUTO;1.19;0;0;0
1431;AUTO;1;0;0;0
1432;AUTO;1;0;0;0
1433;AUTO;2.37;0;0;0
1434;AUTO;1.2;0;0;0
1435;AUTO;1;0;0;0
1436;AUTO;2.17;0;0;0
1437;AUTO;1.09;0;0;0
1438;AUTO;1.59;0;0;0
1439;AUTO;2.89;0;0;0
1440;AUTO;233.77;0;0;0
1441;AUTO;1.84;0;0;0
1442;AUTO;6.36;0;0;0
1443;AUTO;1.61;0;0;0
1444;AUTO;2.03;0;0;0
1445;AUTO;9.7;0;0;0
1446;AUTO;1;0;0;0
1447;AUTO;2.5;0;0;0
1448;AUTO;6.91;0;0;0
1449;AUTO;2.38;0;0;0
1450;AUTO;10.65;0;0;0
1451;AUTO;1.09;0;0;0
1452;AUTO;2.3;0;0;0
1453;AUTO;1.4;0;0;0
1454;AUTO;1.12;0;0;0
1455;AUTO;1.38;0;0;0
1456;AUTO;3.87;0;0;0
1457;AUTO;10.53;0;0;0
1458;AUTO;1.85;0;0;0
1459;AUTO;1295;0;0;0
1460;AUTO;1.46;0;0;0
1461;AUTO;1;0;0;0
1462;AUTO;19.42;0;0;0
1463;AUTO;13.98;0;0;0
1464;AUTO;3.08;0;0;0
1465;AUTO;1.32;0;0;0
1466;AUTO;2.81;0;0;0
1467;AUTO;13.19;0;0;0
1468;AUTO;1.65;0;0;0
1469;AUTO;1.65;0;0;0
1470;AUTO;1.55;0;0;0
1471;AUTO;17.76;0;0;0
1472;AUTO;2.1;0;0;0
1473;AUTO;2.43;0;0;0
1474;AUTO;11.75;0;0;0
1475;AUTO;5.61;0;0;0
1476;AUTO;14.05;0;0;0
1477;AUTO;1.09;0;0;0
1478;AUTO;2.62;0;0;0
1479;AUTO;7.56;0;0;0
1480;AUTO;1.08;0;0;0
1481;AUTO;1.07;0;0;0
1482;AUTO;1.75;0;0;0
1483;AUTO;1.54;0;0;0
1484;AUTO;1.42;0;0;0
1485;AUTO;9.88;0;0;0
1486;AUTO;12.66;0;0;0
1487;AUTO;4.11;0;0;0
1488;AUTO;4.34;0;0;0
1489;AUTO;1.05;0;0;0
1490;AUTO;1.61;0;0;0
1491;AUTO;1.47;0;0;0
1492;AUTO;2.5;0;0;0
1493;AUTO;2.32;0;0;0
1494;AUTO;2.14;0;0;0
1495;AUTO;2.65;0;0;0
1496;AUTO;2.7;0;0;0
1497;AUTO;6.31;0;0;0
1498;AUTO;1.15;0;0;0
1499;AUTO;9.46;0;0;0
1500;AUTO;3.95;0;0;0
1501;AUTO;1.18;0;0;0
1502;AUTO;3.46;0;0;0
1503;AUTO;1.24;0;0;0
1504;AUTO;1.32;0;0;0
1505;AUTO;1;0;0;0
1506;AUTO;3.26;0;0;0
1507;AUTO;7.27;0;0;0
1508;AUTO;6.79;0;0;0
1509;AUTO;1.28;0;0;0
1510;AUTO;1.82;0;0;0
1511;AUTO;1.66;0;0;0
1512;AUTO;1.68;0;0;0
1513;AUTO;7.22;0;0;0
1514;AUTO;23.78;0;0;0
1515;AUTO;9.5;0;0;0
1516;AUTO;1.3;0;0;0
1517;AUTO;1;0;0;0
1518;AUTO;2.54;0;0;0
1519;AUTO;25.29;0;0;0
1520;AUTO;1.92;0;0;0
1521;AUTO;2.13;0;0;0
1522;AUTO;2.22;0;0;0
1523;AUTO;4.95;0;0;0
1524;AUTO;1.17;0;0;0
1525;AUTO;2.72;0;0;0
1526;AUTO;2.01;0;0;0
1527;AUTO;1.18;0;0;0
1528;AUTO;1.74;0;0;0
1529;AUTO;2.14;0;0;0
1530;AUTO;1.48;0;0;0
1531;AUTO;5.26;0;0;0
1532;AUTO;1.05;0;0;0
1533;AUTO;1.16;0;0;0
1534;AUTO;1;0;0;0
1535;AUTO;2.82;0;0;0
1536;AUTO;1.43;0;0;0
1537;AUTO;1.84;0;0;0
1538;AUTO;26.93;0;0;0
1539;AUTO;1;0;0;0
1540;AUTO;1.26;0;0;0
1541;AUTO;1.03;0;0;0
1542;AUTO;1.41;0;0;0
1543;AUTO;3.29;0;0;0
1544;AUTO;1.1;0;0;0
1545;AUTO;5.67;0;0;0
1546;AUTO;1.04;0;0;0
1547;AUTO;30.18;0;0;0
1548;AUTO;3.15;0;0;0
1549;AUTO;1.17;0;0;0
1550;AUTO;7.59;0;0;0
1551;AUTO;4.17;0;0;0
1552;AUTO;1.3;0;0;0
1553;AUTO;1.93;0;0;0
1554;AUTO;2.43;0;0;0
1555;AUTO;1.49;0;0;0
1556;AUTO;1.83;0;0;0
1557;AUTO;1.95;0;0;0
1558;AUTO;20.64;0;0;0
1559;AUTO;1.76;0;0;0
1560;AUTO;1.2;0;0;0
1561;AUTO;23.83;0;0;0
1562;AUTO;1.26;0;0;0
1563;AUTO;1.08;0;0;0
1564;AUTO;5.17;0;0;0
1565;AUTO;3.64;0;0;0
1566;AUTO;2.14;0;0;0
1567;AUTO;1.6;0;0;0
1568;AUTO;1.17;0;0;0
1569;AUTO;1.24;0;0;0
1570;AUTO;1.44;0;0;0
1571;AUTO;1.86;0;0;0
1572;AUTO;1.93;0;0;0
1573;AUTO;1.45;0;0;0
1574;AUTO;2.08;0;0;0
1575;AUTO;7.38;0;0;0
1576;AUTO;1.11;0;0;0
1577;AUTO;1.61;0;0;0
1578;AUTO;7.52;0;0;0
1579;AUTO;28.07;0;0;0
1580;AUTO;1.87;0;0;0
1581;AUTO;1.25;0;0;0
1582;AUTO;1.02;0;0;0
1583;AUTO;1.07;0;0;0
1584;AUTO;1.11;0;0;0
1585;AUTO;2.28;0;0;0
1586;AUTO;1.12;0;0;0
1587;AUTO;1.43;0;0;0
1588;AUTO;1.03;0;0;0
1589;AUTO;2.03;0;0;0
1590;AUTO;1.15;0;0;0
1591;AUTO;1.01;0;0;0
1592;AUTO;2.57;0;0;0
1593;AUTO;3.4;0;0;0
1594;AUTO;1.57;0;0;0
1595;AUTO;5.56;0;0;0
1596;AUTO;2.2;0;0;0
1597;AUTO;1.29;0;0;0
1598;AUTO;1.11;0;0;0
1599;AUTO;4.13;0;0;0
1600;AUTO;330.17;0;0;0
1601;AUTO;1;0;0;0
1602;AUTO;1.42;0;0;0
1603;AUTO;5.53;0;0;0
1604;AUTO;5.95;0;0;0
1605;AUTO;2.62;0;0;0
1606;AUTO;5;0;0;0
1607;AUTO;1.43;0;0;0
1608;AUTO;2.48;0;0;0
1609;AUTO;4.06;0;0;0
1610;AUTO;2.45;0;0;0
1611;AUTO;12.6;0;0;0
1612;AUTO;1;0;0;0
1613;AUTO;4.91;0;0;0
1614;AUTO;1.02;0;0;0
1615;AUTO;7.3;0;0;0
1616;AUTO;2.26;0;0;0
1617;AUTO;1.01;0;0;0
1618;AUTO;2.62;0;0;0
1619;AUTO;2.88;0;0;0
1620;AUTO;2.52;0;0;0
1621;AUTO;1.27;0;0;0
1622;AUTO;14.04;0;0;0
1623;AUTO;1.14;0;0;0
1624;AUTO;2.39;0;0;0
1625;AUTO;2.69;0;0;0
1626;AUTO;1.11;0;0;0
1627;AUTO;1.96;0;0;0
1628;AUTO;5.58;0;0;0
1629;AUTO;204.48;0;0;0
1630;AUTO;2.02;0;0;0
1631;AUTO;2.98;0;0;0
1632;AUTO;34.97;0;0;0
1633;AUTO;2.72;0;0;0
1634;AUTO;1.81;0;0;0
1635;AUTO;1;0;0;0
1636;AUTO;1.1;0;0;0
1637;AUTO;1.41;0;0;0
1638;AUTO;1.93;0;0;0
1639;AUTO;3.38;0;0;0
1640;AUTO;2.79;0;0;0
1641;AUTO;7.22;0;0;0
1642;AUTO;4.93;0;0;0
1643;AUTO;1.71;0;0;0
1644;AUTO;5.54;0;0;0
1645;AUTO;26.56;0;0;0
1646;AUTO;2.28;0;0;0
1647;AUTO;1.83;0;0;0
1648;AUTO;1.44;0;0;0
1649;AUTO;1.08;0;0;0
1650;AUTO;1.7;0;0;0
1651;AUTO;3.24;0;0;0
1652;AUTO;1.08;0;0;0
1653;AUTO;2.29;0;0;0
1654;AUTO;11.33;0;0;0
1655;AUTO;1;0;0;0
1656;AUTO;1.06;0;0;0
